Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IWD,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
The Necrobloom,WBG,R,35983,4.94,4870,7.05,8674,30.90%,47.00%,1400,46.30%,2025,47.00%,3425,46.70%,5198,47.20%,-0.5pp,{1}{W}{B}{G},4,Legendary Creature — Plant,"Landfall — Whenever a land enters the battlefield under your control, create a 0/1 green Plant creature token. If you control seven or more lands with different names, create a 2/2 black Zombie creature token instead.
Land cards in your graveyard have dredge 2. (You may return a land card from your graveyard to your hand and mill two cards instead of drawing a card.)",2,7,"['B', 'G', 'W']","['B', 'G', 'W']","['Mill', 'Landfall']",mh3,rare
Obstinate Gargoyle,WB,C,293911,7.68,35803,10.83,67190,31.90%,51.10%,11328,49.90%,14659,51.30%,25987,50.70%,40939,51.40%,-0.7pp,{1}{W}{B},3,Artifact Creature — Gargoyle,"Obstinate Gargoyle has flying as long as it's modified. (Equipment, Auras you control, and counters are modifications.)
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",2,2,"['B', 'W']","['B', 'W']",['Persist'],mh3,common
"Phlage, Titan of Fire's Fury",WR,M,5905,1.78,3653,1.7,19477,84.70%,59.20%,3492,63.90%,3968,65.30%,7460,64.60%,11969,55.70%,8.9pp,{1}{R}{W},3,Legendary Creature — Elder Giant,"When Phlage enters the battlefield, sacrifice it unless it escaped.
Whenever Phlage enters the battlefield or attacks, it deals 3 damage to any target and you gain 3 life.
Escape—{R}{R}{W}{W}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",6,6,"['R', 'W']","['R', 'W']",['Escape'],mh3,mythic
Planar Genesis,UG,U,97514,5.71,13360,8.1,47605,60.40%,52.90%,8277,51.40%,11969,54.10%,20246,53.00%,27353,52.90%,0.1pp,{G}{U},2,Instant,"Look at the top four cards of your library. You may put a land card from among them onto the battlefield tapped. If you don't, put a card from among them into your hand. Put the rest on the bottom of your library in a random order.",,,"['G', 'U']","['G', 'U']",[],mh3,uncommon
Psychic Frog,UB,R,19226,2.93,7510,2.85,34890,76.70%,56.00%,6036,66.90%,10514,59.00%,16550,61.90%,18372,50.60%,11.3pp,{U}{B},2,Creature — Frog,"Whenever Psychic Frog deals combat damage to a player or planeswalker, draw a card.
Discard a card: Put a +1/+1 counter on Psychic Frog.
Exile three cards from your graveyard: Psychic Frog gains flying until end of turn.",1,2,"['B', 'U']","['B', 'U']",[],mh3,rare
Pyretic Rebirth,BR,U,96036,5.69,15548,7.7,51465,56.30%,52.60%,8237,49.30%,11404,55.10%,19641,52.70%,31787,52.60%,0.1pp,{2}{B}{R},4,Instant,Return target artifact or creature card from your graveyard to your hand. Pyretic Rebirth deals damage equal to that card's mana value to up to one target creature or planeswalker.,,,"['B', 'R']","['B', 'R']",[],mh3,uncommon
Riddle Gate Gargoyle,WU,C,258818,6.33,43841,8.18,156138,58.40%,56.40%,26576,59.10%,36986,58.00%,63562,58.40%,92019,55.00%,3.4pp,{W}{U},2,Artifact Creature — Gargoyle,"Flying
When Riddle Gate Gargoyle enters the battlefield, you get {E}{E}{E} (three energy counters).
Whenever you attack, you may pay {E}{E}. When you do, target creature you control gains lifelink until end of turn.",2,2,"['U', 'W']","['U', 'W']",['Flying'],mh3,common
"Rosheen, Roaring Prophet",RG,R,46633,6.25,5743,9.43,3172,9.20%,52.90%,534,52.60%,644,52.80%,1178,52.70%,1961,52.90%,-0.2pp,{2}{R}{G},4,Legendary Creature — Giant Shaman,"When Rosheen, Roaring Prophet enters the battlefield, mill six cards. You may put a card with {X} in its mana cost from among them into your hand.
{T}: Reveal any number of cards with {X} in their mana cost in your hand. Add {C}{C} for each card revealed this way. Spend this mana only on costs that contain {X}.",4,4,"['G', 'R']","['G', 'R']",['Mill'],mh3,rare
Scurry of Gremlins,WR,U,65186,3.98,22220,4.27,115489,82.80%,58.50%,19190,59.20%,22707,62.00%,41897,60.70%,72958,57.10%,3.6pp,{2}{R}{W},4,Enchantment,"When Scurry of Gremlins enters the battlefield, create two 1/1 red Gremlin creature tokens. Then you get an amount of {E} (energy counters) equal to the number of creatures you control.
Pay {E}{E}{E}{E}: Creatures you control get +1/+0 and gain haste until end of turn.",,,"['R', 'W']","['R', 'W']",[],mh3,uncommon
Snapping Voidcraw,UG,C,199634,4.51,33858,5.92,157028,78.70%,53.30%,27696,53.10%,38770,53.60%,66466,53.40%,88582,53.10%,0.3pp,{1}{G}{U},3,Creature — Eldrazi Turtle,"Devoid (This card has no color.)
{T}: Add {C}{C}.
{3}{C}, {T}: Draw a card.",1,3,[],"['G', 'U']",['Devoid'],mh3,common
Sneaky Snacker,UB,C,265412,6.86,47915,8.36,162960,56.40%,55.50%,28257,57.10%,51602,60.00%,79859,59.00%,83109,52.20%,6.7pp,{U}{B},2,Creature — Faerie Rogue,"Flying
When you draw your third card in a turn, return Sneaky Snacker from your graveyard to the battlefield tapped.",2,1,"['B', 'U']","['B', 'U']",['Flying'],mh3,common
Titans' Vanguard,RG,U,45976,2.77,17536,3.01,92780,86.30%,56.80%,15505,58.20%,21136,59.80%,36641,59.20%,54167,54.80%,4.4pp,{3}{R}{G},5,Creature — Eldrazi,"Devoid (This card has no color.)
When you cast this spell and whenever Titans' Vanguard attacks, put a +1/+1 counter on each colorless creature you control.
Trample",5,5,[],"['G', 'R']","['Devoid', 'Trample']",mh3,uncommon
Wight of the Reliquary,BG,R,25022,3.49,5473,4.16,21876,67.90%,53.00%,3868,55.10%,5036,55.60%,8904,55.40%,12743,51.20%,4.2pp,{B}{G},2,Creature — Zombie Knight,"Vigilance
Wight of the Reliquary gets +1/+1 for each creature card in your graveyard.
{T}, Sacrifice another creature: Search your library for a land card, put it onto the battlefield tapped, then shuffle.",2,2,"['B', 'G']","['B', 'G']",['Vigilance'],mh3,rare
Writhing Chrysalis,RG,C,106004,2.61,51888,2.68,290013,88.90%,58.80%,50464,64.10%,65225,63.70%,115689,63.90%,167297,54.90%,9.0pp,{2}{R}{G},4,Creature — Eldrazi Drone,"Devoid (This card has no color.)
When you cast this spell, create two 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
Reach
Whenever you sacrifice another Eldrazi, put a +1/+1 counter on Writhing Chrysalis.",2,3,[],"['G', 'R']","['Reach', 'Devoid']",mh3,common
Disruptor Flute,,R,50251,6.77,5742,10.29,138,0.40%,,21,,26,,47,,91,,,{2},2,Artifact,"Flash
As Disruptor Flute enters the battlefield, choose a card name.
Spells with the chosen name cost {3} more to cast.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",,,[],[],['Flash'],mh3,rare
Idol of False Gods,,U,88894,5.01,10052,7.41,36148,62.20%,51.00%,6355,48.10%,8358,51.10%,14713,49.80%,21175,51.80%,-1.9pp,{2},2,Kindred Artifact — Eldrazi,"{1}{C}, {T}: Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""
Whenever another Eldrazi you control dies, put a +1/+1 counter on Idol of False Gods.
As long as Idol of False Gods has eight or more +1/+1 counters on it, it's a 0/0 creature in addition to its other types and it has annihilator 2.",,,[],[],[],mh3,uncommon
Solar Transformer,,U,74227,3.93,17848,4.93,89345,82.90%,55.10%,16714,58.40%,20644,54.70%,37358,56.40%,51631,54.20%,2.1pp,{2},2,Artifact,"Solar Transformer enters the battlefield tapped.
When Solar Transformer enters the battlefield, you get {E}{E}{E} (three energy counters).
{T}: Add {C}.
{T}, Pay {E}: Add one mana of any color.",,,[],[],[],mh3,uncommon
Vexing Bauble,,U,120067,7.93,12183,11.79,5224,7.20%,50.50%,947,47.90%,1110,50.40%,2057,49.20%,3165,51.40%,-2.1pp,{1},1,Artifact,"Whenever a player casts a spell, if no mana was spent to cast it, counter that spell.
{1}, {T}, Sacrifice Vexing Bauble: Draw a card.",,,[],[],[],mh3,uncommon
Winter Moon,,R,49294,6.72,5582,10.31,114,0.30%,,17,,26,,43,,70,,,{2},2,Artifact,Players can't untap more than one nonbasic land during their untap steps.,,,[],[],[],mh3,rare
Archway of Innovation,U,R,47822,6.29,5561,9.63,3628,11.10%,46.10%,608,43.30%,931,45.20%,1539,44.40%,2094,47.20%,-2.8pp,,0,Land,"Archway of Innovation enters the battlefield tapped unless you control an Island.
{T}: Add {U}.
{U}, {T}: The next spell you cast this turn has improvise. (Your artifacts can help cast that spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)",,,[],['U'],[],mh3,rare
Arena of Glory,R,R,39928,4.96,6364,6.94,27402,71.20%,55.90%,4659,55.90%,5557,55.40%,10216,55.60%,17093,56.10%,-0.5pp,,0,Land,"Arena of Glory enters the battlefield tapped unless you control a Mountain.
{T}: Add {R}.
{R}, {T}, Exert Arena of Glory: Add {R}{R}. If that mana is spent on a creature spell, it gains haste until end of turn. (An exerted permanent won't untap during your next untap step.)",,,[],['R'],['Exert'],mh3,rare
Bloodstained Mire,,R,35922,4.39,5078,6.4,17017,56.40%,53.50%,3062,53.80%,3690,54.70%,6752,54.30%,10234,52.80%,1.4pp,,0,Land,"{T}, Pay 1 life, Sacrifice Bloodstained Mire: Search your library for a Swamp or Mountain card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Bountiful Landscape,URG,C,250768,5.07,45776,7.11,244465,88.30%,55.70%,44627,56.80%,55485,56.20%,100112,56.40%,142855,55.10%,1.3pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Bountiful Landscape: Search your library for a basic Forest, Island, or Mountain card, put it onto the battlefield tapped, then shuffle.
Cycling {G}{U}{R} ({G}{U}{R}, Discard this card: Draw a card.)",,,[],"['G', 'R', 'U']",['Cycling'],mh3,common
Contaminated Landscape,WUB,C,283350,6.28,42065,8.97,178117,70.80%,53.80%,31993,54.40%,43978,55.50%,75971,55.10%,102020,53.00%,2.1pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Contaminated Landscape: Search your library for a basic Plains, Island, or Swamp card, put it onto the battlefield tapped, then shuffle.
Cycling {W}{U}{B} ({W}{U}{B}, Discard this card: Draw a card.)",,,[],"['B', 'U', 'W']",['Cycling'],mh3,common
Deceptive Landscape,WBG,C,278695,6.04,39095,8.76,167793,72.10%,53.70%,30212,54.50%,36057,53.80%,66269,54.10%,100973,53.40%,0.7pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Deceptive Landscape: Search your library for a basic Plains, Swamp, or Forest card, put it onto the battlefield tapped, then shuffle.
Cycling {W}{B}{G} ({W}{B}{G}, Discard this card: Draw a card.)",,,[],"['B', 'G', 'W']",['Cycling'],mh3,common
Flooded Strand,,R,35334,4.35,5387,6.09,19903,61.30%,54.40%,3521,55.00%,4538,54.10%,8059,54.50%,11840,54.30%,0.1pp,,0,Land,"{T}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Foreboding Landscape,UBG,C,269343,5.62,41196,8.09,206080,83.70%,54.30%,37650,55.10%,49553,55.50%,87203,55.30%,118003,53.50%,1.8pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Foreboding Landscape: Search your library for a basic Swamp, Forest, or Island card, put it onto the battlefield tapped, then shuffle.
Cycling {B}{G}{U} ({B}{G}{U}, Discard this card: Draw a card.)",,,[],"['B', 'G', 'U']",['Cycling'],mh3,common
Monumental Henge,W,R,44365,5.69,5931,8.47,15417,43.70%,55.30%,2681,54.30%,3176,53.40%,5857,53.80%,9529,56.20%,-2.4pp,,0,Land,"Monumental Henge enters the battlefield tapped unless you control a Plains.
{T}: Add {W}.
{2}{W}{W}, {T}: Look at the top five cards of your library. You may reveal a historic card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (Artifacts, legendaries, and Sagas are historic.)",,,[],['W'],[],mh3,rare
Perilous Landscape,WUR,C,270823,5.72,47241,8.04,237875,82.90%,55.80%,43212,56.60%,52492,55.30%,95704,55.90%,141735,55.70%,0.1pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Perilous Landscape: Search your library for a basic Island, Mountain, or Plains card, put it onto the battlefield tapped, then shuffle.
Cycling {U}{R}{W} ({U}{R}{W}, Discard this card: Draw a card.)",,,[],"['R', 'U', 'W']",['Cycling'],mh3,common
Polluted Delta,,R,36305,4.43,5211,6.4,16961,55.30%,52.30%,3076,51.60%,4565,54.40%,7641,53.30%,9320,51.60%,1.6pp,,0,Land,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Seething Landscape,UBR,C,275335,5.88,44007,8.43,214004,81.10%,54.40%,37993,55.20%,51643,55.50%,89636,55.40%,123857,53.60%,1.8pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Seething Landscape: Search your library for a basic Island, Swamp, or Mountain card, put it onto the battlefield tapped, then shuffle.
Cycling {U}{B}{R} ({U}{B}{R}, Discard this card: Draw a card.)",,,[],"['B', 'R', 'U']",['Cycling'],mh3,common
Shattered Landscape,WBR,C,282750,6.19,43310,8.87,192523,73.90%,54.70%,34299,55.70%,40644,53.80%,74943,54.70%,117331,54.70%,-0.0pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Shattered Landscape: Search your library for a basic Mountain, Plains, or Swamp card, put it onto the battlefield tapped, then shuffle.
Cycling {R}{W}{B} ({R}{W}{B}, Discard this card: Draw a card.)",,,[],"['B', 'R', 'W']",['Cycling'],mh3,common
Sheltering Landscape,WRG,C,268508,5.54,45784,7.89,240660,86.00%,56.40%,43681,57.20%,49924,55.60%,93605,56.40%,146004,56.40%,-0.0pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Sheltering Landscape: Search your library for a basic Mountain, Forest, or Plains card, put it onto the battlefield tapped, then shuffle.
Cycling {R}{G}{W} ({R}{G}{W}, Discard this card: Draw a card.)",,,[],"['G', 'R', 'W']",['Cycling'],mh3,common
Shifting Woodland,G,R,33875,4.2,5486,5.75,24556,75.60%,54.20%,4372,54.60%,5331,55.60%,9703,55.20%,14602,53.50%,1.6pp,,0,Land,"Shifting Woodland enters the battlefield tapped unless you control a Forest.
{T}: Add {G}.
Delirium — {2}{G}{G}: Shifting Woodland becomes a copy of target permanent card in your graveyard until end of turn. Activate only if there are four or more card types among cards in your graveyard.",,,[],['G'],['Delirium'],mh3,rare
Snow-Covered Wastes,,U,121115,8.36,12403,12.26,8746,11.70%,50.30%,1418,48.80%,2050,49.60%,3468,49.30%,5219,51.10%,-1.8pp,,0,Basic Snow Land,{T}: Add {C}.,,,[],[],[],mh3,uncommon
Spymaster's Vault,B,R,35353,4.44,6678,5.82,30212,75.80%,54.40%,5348,55.70%,7384,57.10%,12732,56.50%,17340,52.80%,3.7pp,,0,Land,"Spymaster's Vault enters the battlefield tapped unless you control a Swamp.
{T}: Add {B}.
{B}, {T}: Target creature you control connives X, where X is the number of creatures that died this turn. (Draw X cards, then discard X cards. Put a +1/+1 counter on that creature for each nonland card discarded this way.)",,,[],['B'],['Connive'],mh3,rare
Tranquil Landscape,WUG,C,270884,5.65,41885,8.19,206470,81.90%,54.70%,37155,55.60%,46912,55.00%,84067,55.30%,121687,54.30%,1.0pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Tranquil Landscape: Search your library for a basic Forest, Plains, or Island card, put it onto the battlefield tapped, then shuffle.
Cycling {G}{W}{U} ({G}{W}{U}, Discard this card: Draw a card.)",,,[],"['G', 'U', 'W']",['Cycling'],mh3,common
Twisted Landscape,BRG,C,265710,5.48,43154,7.84,219589,84.60%,55.10%,39330,56.00%,48122,54.70%,87452,55.30%,130943,54.90%,0.4pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Twisted Landscape: Search your library for a basic Swamp, Mountain, or Forest card, put it onto the battlefield tapped, then shuffle.
Cycling {B}{R}{G} ({B}{R}{G}, Discard this card: Draw a card.)",,,[],"['B', 'G', 'R']",['Cycling'],mh3,common
Ugin's Labyrinth,,M,11347,3.14,2352,3.68,8056,58.90%,52.10%,1352,54.10%,1953,54.10%,3305,54.10%,4693,50.60%,3.5pp,,0,Land,"Imprint — When Ugin's Labyrinth enters the battlefield, you may exile a colorless card with mana value 7 or greater from your hand.
{T}: Add {C}. If a card is exiled with Ugin's Labyrinth, add {C}{C} instead.
{T}: Return the exiled card to its owner's hand.",,,[],[],['Imprint'],mh3,mythic
Urza's Cave,,U,117814,7.59,11389,11.49,12571,18.70%,49.70%,2093,47.00%,2878,50.20%,4971,48.80%,7567,50.30%,-1.4pp,,0,Land — Urza's Cave,"{T}: Add {C}.
{3}, {T}, Sacrifice Urza's Cave: Search your library for a land card, put it onto the battlefield tapped, then shuffle.",,,[],[],[],mh3,uncommon
Windswept Heath,,R,36522,4.5,5165,6.64,16813,54.70%,53.80%,2998,54.20%,3447,53.10%,6445,53.60%,10337,53.80%,-0.3pp,,0,Land,"{T}, Pay 1 life, Sacrifice Windswept Heath: Search your library for a Forest or Plains card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Wooded Foothills,,R,34579,4.09,5581,5.77,24027,72.50%,54.80%,4289,56.10%,5228,54.60%,9517,55.30%,14394,54.50%,0.8pp,,0,Land,"{T}, Pay 1 life, Sacrifice Wooded Foothills: Search your library for a Mountain or Forest card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Angel of the Ruins,W,U,108942,6.07,13606,8.84,36351,44.80%,52.40%,5976,50.10%,7876,53.90%,13852,52.30%,22231,52.30%,-0.0pp,{5}{W}{W},7,Artifact Creature — Angel,"Flying
When Angel of the Ruins enters the battlefield, exile up to two target artifacts and/or enchantments.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",5,7,['W'],['W'],"['Flying', 'Plainscycling', 'Landcycling', 'Typecycling', 'Cycling']",mh3,uncommon
Decree of Justice,W,U,111375,6.41,13113,9.45,25169,31.90%,52.40%,3976,49.20%,5616,53.90%,9592,51.90%,15611,52.60%,-0.7pp,{X}{X}{2}{W}{W},4,Sorcery,"Create X 4/4 white Angel creature tokens with flying.
Cycling {2}{W} ({2}{W}, Discard this card: Draw a card.)
When you cycle Decree of Justice, you may pay {X}. If you do, create X 1/1 white Soldier creature tokens.",,,['W'],['W'],['Cycling'],mh3,uncommon
Distinguished Conjurer,W,U,103828,5.83,12640,8.46,35205,47.20%,51.60%,6208,49.90%,7420,49.30%,13628,49.50%,21525,52.80%,-3.3pp,{1}{W},2,Creature — Human Wizard,"Whenever another creature enters the battlefield under your control, you gain 1 life.
{4}{W}, {T}: Exile another target creature you control, then return it to the battlefield under its owner's control.",1,2,['W'],['W'],[],mh3,uncommon
Orim's Chant,W,R,37098,6.36,3753,10.05,1101,4.90%,48.70%,171,,235,,406,,695,51.70%,,{W},1,Instant,"Kicker {W} (You may pay an additional {W} as you cast this spell.)
Target player can't cast spells this turn. If this spell was kicked, creatures can't attack this turn.",,,['W'],['W'],['Kicker'],mh3,rare
Recruiter of the Guard,W,M,10581,3.43,2031,4.38,8389,68.10%,56.00%,1438,57.40%,1676,56.90%,3114,57.10%,5250,55.40%,1.8pp,{2}{W},3,Creature — Human Soldier,"When Recruiter of the Guard enters the battlefield, you may search your library for a creature card with toughness 2 or less, reveal it, put it into your hand, then shuffle.",1,1,['W'],['W'],[],mh3,mythic
Sevinne's Reclamation,W,R,21512,3.52,4959,4.29,24142,80.40%,55.20%,3866,54.80%,5091,56.00%,8957,55.50%,15200,55.00%,0.5pp,{2}{W},3,Sorcery,"Return target permanent card with mana value 3 or less from your graveyard to the battlefield. If this spell was cast from a graveyard, you may copy this spell and may choose a new target for the copy.
Flashback {4}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,['W'],['W'],['Flashback'],mh3,rare
Deep Analysis,U,U,98303,5.17,16498,6.91,70739,72.20%,53.80%,11736,52.90%,19768,58.10%,31504,56.10%,39384,52.00%,4.2pp,{3}{U},4,Sorcery,"Target player draws two cards.
Flashback—{1}{U}, Pay 3 life. (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,['U'],['U'],['Flashback'],mh3,uncommon
Estrid's Invocation,U,R,39217,6.59,4612,9.97,1891,6.90%,47.60%,322,,447,,769,49.90%,1103,45.40%,4.5pp,{2}{U},3,Enchantment,"You may have Estrid's Invocation enter the battlefield as a copy of an enchantment you control, except it has ""At the beginning of your upkeep, you may exile this enchantment. If you do, return it to the battlefield under its owner's control.""",,,['U'],['U'],[],mh3,rare
Kappa Cannoneer,U,R,19456,3.41,4664,3.81,18116,66.70%,51.70%,2972,52.10%,4576,55.40%,7548,54.10%,10575,49.90%,4.1pp,{5}{U},6,Artifact Creature — Turtle Warrior,"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Ward {4}
Whenever Kappa Cannoneer or another artifact enters the battlefield under your control, put a +1/+1 counter on Kappa Cannoneer and it can't be blocked this turn.",4,4,['U'],['U'],"['Improvise', 'Ward']",mh3,rare
Reef Worm,U,U,101016,5.57,12086,8.1,35656,50.90%,51.00%,6038,50.50%,10125,54.60%,16163,53.00%,19456,49.40%,3.6pp,{3}{U},4,Creature — Worm,"When Reef Worm dies, create a 3/3 blue Fish creature token with ""When this creature dies, create a 6/6 blue Whale creature token with 'When this creature dies, create a 9/9 blue Kraken creature token.'""",0,1,['U'],['U'],[],mh3,uncommon
Shrieking Drake,U,U,126868,7.79,15013,11.26,11813,13.30%,49.40%,1934,44.00%,2985,50.90%,4919,48.20%,6886,50.20%,-2.1pp,{U},1,Creature — Drake,"Flying
When Shrieking Drake enters the battlefield, return a creature you control to its owner's hand.",1,1,['U'],['U'],['Flying'],mh3,uncommon
Buried Alive,B,U,129108,8.33,14703,11.99,3433,3.90%,49.80%,557,45.80%,894,53.80%,1451,50.70%,1981,49.10%,1.6pp,{2}{B},3,Sorcery,"Search your library for up to three creature cards, put them into your graveyard, then shuffle.",,,['B'],['B'],[],mh3,uncommon
"K'rrik, Son of Yawgmoth",B,R,30286,5.15,3161,8.11,4048,22.20%,47.40%,688,37.90%,956,47.70%,1644,43.60%,2401,49.70%,-6.1pp,{4}{B/P}{B/P}{B/P},7,Legendary Creature — Phyrexian Horror Minion,"({B/P} can be paid with either {B} or 2 life.)
Lifelink
For each {B} in a cost, you may pay 2 life rather than pay that mana.
Whenever you cast a black spell, put a +1/+1 counter on K'rrik, Son of Yawgmoth.",2,2,['B'],['B'],['Lifelink'],mh3,rare
Nadier's Nightblade,B,U,119739,7.17,13653,10.47,18216,22.80%,49.10%,2986,43.40%,4197,49.20%,7183,46.80%,10948,50.50%,-3.7pp,{2}{B},3,Creature — Elf Warrior,"Whenever a token you control leaves the battlefield, each opponent loses 1 life and you gain 1 life.",1,3,['B'],['B'],[],mh3,uncommon
Ophiomancer,B,R,12188,2.11,5898,2.21,32217,90.70%,55.00%,5736,58.80%,7974,60.00%,13710,59.50%,18337,51.60%,7.9pp,{2}{B},3,Creature — Human Shaman,"At the beginning of each upkeep, if you control no Snakes, create a 1/1 black Snake creature token with deathtouch.",2,2,['B'],['B'],[],mh3,rare
Toxic Deluge,B,R,13091,2.27,5856,2.31,31424,89.20%,54.90%,5486,55.90%,7989,60.30%,13475,58.50%,17933,52.30%,6.2pp,{2}{B},3,Sorcery,"As an additional cost to cast this spell, pay X life.
All creatures get -X/-X until end of turn.",,,['B'],['B'],[],mh3,rare
Victimize,B,U,99365,5.49,13555,7.67,45079,57.30%,51.10%,6995,46.70%,11474,53.70%,18469,51.00%,26580,51.10%,-0.1pp,{2}{B},3,Sorcery,"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.",,,['B'],['B'],[],mh3,uncommon
Cursed Mirror,R,R,31394,5.19,3516,7.96,6956,33.40%,50.80%,1214,46.00%,1438,52.10%,2652,49.30%,4276,51.80%,-2.5pp,{2}{R},3,Artifact,"{T}: Add {R}.
As Cursed Mirror enters the battlefield, you may have it become a copy of any creature on the battlefield until end of turn, except it has haste.",,,['R'],['R'],[],mh3,rare
Fledgling Dragon,R,U,122130,7.31,12772,10.98,13959,18.30%,51.20%,2205,44.60%,2978,49.80%,5183,47.60%,8713,53.20%,-5.6pp,{2}{R}{R},4,Creature — Dragon,"Flying
Threshold — As long as seven or more cards are in your graveyard, Fledgling Dragon gets +3/+3 and has ""{R}: Fledgling Dragon gets +1/+0 until end of turn.""",2,2,['R'],['R'],"['Flying', 'Threshold']",mh3,uncommon
"Laelia, the Blade Reforged",R,R,9954,1.78,6557,1.78,38974,94.90%,57.70%,7000,61.00%,8360,60.30%,15360,60.60%,23499,55.80%,4.8pp,{2}{R},3,Legendary Creature — Spirit Warrior,"Haste
Whenever Laelia, the Blade Reforged attacks, exile the top card of your library. You may play that card this turn.
Whenever one or more cards are put into exile from your library and/or your graveyard, put a +1/+1 counter on Laelia.",2,2,['R'],['R'],['Haste'],mh3,rare
Meltdown,R,U,131880,8.69,14707,12.44,431,0.50%,,54,,83,,137,,294,,,{X}{R},1,Sorcery,Destroy each artifact with mana value X or less.,,,['R'],['R'],[],mh3,uncommon
Meteoric Mace,R,U,126234,7.68,13873,11.34,10804,13.00%,51.40%,1628,45.40%,2209,50.80%,3837,48.50%,6917,52.90%,-4.4pp,{4}{R}{R},6,Artifact — Equipment,"Equipped creature gets +4/+0 and has trample.
Equip {4}
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)",,,['R'],['R'],"['Equip', 'Cascade']",mh3,uncommon
Annoyed Altisaur,G,U,72775,3.75,17554,4.62,91917,86.60%,55.50%,14206,54.60%,21278,57.90%,35484,56.60%,54725,54.50%,2.1pp,{5}{G}{G},7,Creature — Dinosaur,"Reach, trample
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)",6,5,['G'],['G'],"['Reach', 'Trample', 'Cascade']",mh3,uncommon
Branching Evolution,G,R,26546,4.59,3136,6.55,8434,46.70%,48.50%,1451,43.70%,1741,44.20%,3192,44.00%,5183,51.30%,-7.3pp,{2}{G},3,Enchantment,"If one or more +1/+1 counters would be put on a creature you control, twice that many +1/+1 counters are put on that creature instead.",,,['G'],['G'],[],mh3,rare
Priest of Titania,G,U,109307,5.9,14846,8.41,55694,62.30%,54.20%,9884,55.30%,12266,52.80%,22150,53.90%,33157,54.30%,-0.5pp,{1}{G},2,Creature — Elf Druid,{T}: Add {G} for each Elf on the battlefield.,1,1,['G'],['G'],[],mh3,uncommon
Sylvan Safekeeper,G,R,30268,4.81,4368,6.75,15627,58.90%,55.40%,2634,56.80%,3327,55.60%,5961,56.10%,9508,54.80%,1.3pp,{G},1,Creature — Human Wizard,Sacrifice a land: Target creature you control gains shroud until end of turn. (It can't be the target of spells or abilities.),1,1,['G'],['G'],[],mh3,rare
Wirewood Symbiote,G,U,131437,8.62,14926,12.36,1331,1.50%,46.50%,235,,283,,518,47.50%,809,46.00%,1.5pp,{G},1,Creature — Insect,Return an Elf you control to its owner's hand: Untap target creature. Activate only once each turn.,1,1,['G'],['G'],[],mh3,uncommon
