Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IWD,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Deceptive Landscape,WBG,C,278695,6.04,39095,8.76,167793,,,30212,,36057,,66269,,100973,,0.7pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Deceptive Landscape: Search your library for a basic Plains, Swamp, or Forest card, put it onto the battlefield tapped, then shuffle.
Cycling {W}{B}{G} ({W}{B}{G}, Discard this card: Draw a card.)",,,[],"['B', 'G', 'W']",['Cycling'],mh3,common
Flooded Strand,,R,35334,4.35,5387,6.09,19903,,,3521,,4538,,8059,,11840,,0.1pp,,0,Land,"{T}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Foreboding Landscape,UBG,C,269343,5.62,41196,8.09,206080,,,37650,,49553,,87203,,118003,,1.8pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Foreboding Landscape: Search your library for a basic Swamp, Forest, or Island card, put it onto the battlefield tapped, then shuffle.
Cycling {B}{G}{U} ({B}{G}{U}, Discard this card: Draw a card.)",,,[],"['B', 'G', 'U']",['Cycling'],mh3,common
Monumental Henge,W,R,44365,5.69,5931,8.47,15417,,,2681,,3176,,5857,,9529,,-2.4pp,,0,Land,"Monumental Henge enters the battlefield tapped unless you control a Plains.
{T}: Add {W}.
{2}{W}{W}, {T}: Look at the top five cards of your library. You may reveal a historic card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (Artifacts, legendaries, and Sagas are historic.)",,,[],['W'],[],mh3,rare
Perilous Landscape,WUR,C,270823,5.72,47241,8.04,237875,,,43212,,52492,,95704,,141735,,0.1pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Perilous Landscape: Search your library for a basic Island, Mountain, or Plains card, put it onto the battlefield tapped, then shuffle.
Cycling {U}{R}{W} ({U}{R}{W}, Discard this card: Draw a card.)",,,[],"['R', 'U', 'W']",['Cycling'],mh3,common
Polluted Delta,,R,36305,4.43,5211,6.4,16961,,,3076,,4565,,7641,,9320,,1.6pp,,0,Land,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Seething Landscape,UBR,C,275335,5.88,44007,8.43,214004,,,37993,,51643,,89636,,123857,,1.8pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Seething Landscape: Search your library for a basic Island, Swamp, or Mountain card, put it onto the battlefield tapped, then shuffle.
Cycling {U}{B}{R} ({U}{B}{R}, Discard this card: Draw a card.)",,,[],"['B', 'R', 'U']",['Cycling'],mh3,common
Shattered Landscape,WBR,C,282750,6.19,43310,8.87,192523,,,34299,,40644,,74943,,117331,,-0.0pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Shattered Landscape: Search your library for a basic Mountain, Plains, or Swamp card, put it onto the battlefield tapped, then shuffle.
Cycling {R}{W}{B} ({R}{W}{B}, Discard this card: Draw a card.)",,,[],"['B', 'R', 'W']",['Cycling'],mh3,common
Sheltering Landscape,WRG,C,268508,5.54,45784,7.89,240660,,,43681,,49924,,93605,,146004,,-0.0pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Sheltering Landscape: Search your library for a basic Mountain, Forest, or Plains card, put it onto the battlefield tapped, then shuffle.
Cycling {R}{G}{W} ({R}{G}{W}, Discard this card: Draw a card.)",,,[],"['G', 'R', 'W']",['Cycling'],mh3,common
Shifting Woodland,G,R,33875,4.2,5486,5.75,24556,,,4372,,5331,,9703,,14602,,1.6pp,,0,Land,"Shifting Woodland enters the battlefield tapped unless you control a Forest.
{T}: Add {G}.
Delirium — {2}{G}{G}: Shifting Woodland becomes a copy of target permanent card in your graveyard until end of turn. Activate only if there are four or more card types among cards in your graveyard.",,,[],['G'],['Delirium'],mh3,rare
Snow-Covered Wastes,,U,121115,8.36,12403,12.26,8746,,,1418,,2050,,3468,,5219,,-1.8pp,,0,Basic Snow Land,{T}: Add {C}.,,,[],[],[],mh3,uncommon
Spymaster's Vault,B,R,35353,4.44,6678,5.82,30212,,,5348,,7384,,12732,,17340,,3.7pp,,0,Land,"Spymaster's Vault enters the battlefield tapped unless you control a Swamp.
{T}: Add {B}.
{B}, {T}: Target creature you control connives X, where X is the number of creatures that died this turn. (Draw X cards, then discard X cards. Put a +1/+1 counter on that creature for each nonland card discarded this way.)",,,[],['B'],['Connive'],mh3,rare
Tranquil Landscape,WUG,C,270884,5.65,41885,8.19,206470,,,37155,,46912,,84067,,121687,,1.0pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Tranquil Landscape: Search your library for a basic Forest, Plains, or Island card, put it onto the battlefield tapped, then shuffle.
Cycling {G}{W}{U} ({G}{W}{U}, Discard this card: Draw a card.)",,,[],"['G', 'U', 'W']",['Cycling'],mh3,common
Twisted Landscape,BRG,C,265710,5.48,43154,7.84,219589,,,39330,,48122,,87452,,130943,,0.4pp,,0,Land,"{T}: Add {C}.
{T}, Sacrifice Twisted Landscape: Search your library for a basic Swamp, Mountain, or Forest card, put it onto the battlefield tapped, then shuffle.
Cycling {B}{R}{G} ({B}{R}{G}, Discard this card: Draw a card.)",,,[],"['B', 'G', 'R']",['Cycling'],mh3,common
Ugin's Labyrinth,,M,11347,3.14,2352,3.68,8056,,,1352,,1953,,3305,,4693,,3.5pp,,0,Land,"Imprint — When Ugin's Labyrinth enters the battlefield, you may exile a colorless card with mana value 7 or greater from your hand.
{T}: Add {C}. If a card is exiled with Ugin's Labyrinth, add {C}{C} instead.
{T}: Return the exiled card to its owner's hand.",,,[],[],['Imprint'],mh3,mythic
Urza's Cave,,U,117814,7.59,11389,11.49,12571,,,2093,,2878,,4971,,7567,,-1.4pp,,0,Land — Urza's Cave,"{T}: Add {C}.
{3}, {T}, Sacrifice Urza's Cave: Search your library for a land card, put it onto the battlefield tapped, then shuffle.",,,[],[],[],mh3,uncommon
Windswept Heath,,R,36522,4.5,5165,6.64,16813,,,2998,,3447,,6445,,10337,,-0.3pp,,0,Land,"{T}, Pay 1 life, Sacrifice Windswept Heath: Search your library for a Forest or Plains card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Wooded Foothills,,R,34579,4.09,5581,5.77,24027,,,4289,,5228,,9517,,14394,,0.8pp,,0,Land,"{T}, Pay 1 life, Sacrifice Wooded Foothills: Search your library for a Mountain or Forest card, put it onto the battlefield, then shuffle.",,,[],[],[],mh3,rare
Angel of the Ruins,W,U,108942,6.07,13606,8.84,36351,,,5976,,7876,,13852,,22231,,-0.0pp,{5}{W}{W},7,Artifact Creature — Angel,"Flying
When Angel of the Ruins enters the battlefield, exile up to two target artifacts and/or enchantments.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",5,7,['W'],['W'],"['Flying', 'Plainscycling', 'Landcycling', 'Typecycling', 'Cycling']",mh3,uncommon
Decree of Justice,W,U,111375,6.41,13113,9.45,25169,,,3976,,5616,,9592,,15611,,-0.7pp,{X}{X}{2}{W}{W},4,Sorcery,"Create X 4/4 white Angel creature tokens with flying.
Cycling {2}{W} ({2}{W}, Discard this card: Draw a card.)
When you cycle Decree of Justice, you may pay {X}. If you do, create X 1/1 white Soldier creature tokens.",,,['W'],['W'],['Cycling'],mh3,uncommon
Distinguished Conjurer,W,U,103828,5.83,12640,8.46,35205,,,6208,,7420,,13628,,21525,,-3.3pp,{1}{W},2,Creature — Human Wizard,"Whenever another creature enters the battlefield under your control, you gain 1 life.
{4}{W}, {T}: Exile another target creature you control, then return it to the battlefield under its owner's control.",1,2,['W'],['W'],[],mh3,uncommon
Orim's Chant,W,R,37098,6.36,3753,10.05,1101,,,171,,235,,406,,695,,,{W},1,Instant,"Kicker {W} (You may pay an additional {W} as you cast this spell.)
Target player can't cast spells this turn. If this spell was kicked, creatures can't attack this turn.",,,['W'],['W'],['Kicker'],mh3,rare
Recruiter of the Guard,W,M,10581,3.43,2031,4.38,8389,,,1438,,1676,,3114,,5250,,1.8pp,{2}{W},3,Creature — Human Soldier,"When Recruiter of the Guard enters the battlefield, you may search your library for a creature card with toughness 2 or less, reveal it, put it into your hand, then shuffle.",1,1,['W'],['W'],[],mh3,mythic
Sevinne's Reclamation,W,R,21512,3.52,4959,4.29,24142,,,3866,,5091,,8957,,15200,,0.5pp,{2}{W},3,Sorcery,"Return target permanent card with mana value 3 or less from your graveyard to the battlefield. If this spell was cast from a graveyard, you may copy this spell and may choose a new target for the copy.
Flashback {4}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,['W'],['W'],['Flashback'],mh3,rare
Deep Analysis,U,U,98303,5.17,16498,6.91,70739,,,11736,,19768,,31504,,39384,,4.2pp,{3}{U},4,Sorcery,"Target player draws two cards.
Flashback—{1}{U}, Pay 3 life. (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,['U'],['U'],['Flashback'],mh3,uncommon
Estrid's Invocation,U,R,39217,6.59,4612,9.97,1891,,,322,,447,,769,,1103,,4.5pp,{2}{U},3,Enchantment,"You may have Estrid's Invocation enter the battlefield as a copy of an enchantment you control, except it has ""At the beginning of your upkeep, you may exile this enchantment. If you do, return it to the battlefield under its owner's control.""",,,['U'],['U'],[],mh3,rare
Kappa Cannoneer,U,R,19456,3.41,4664,3.81,18116,,,2972,,4576,,7548,,10575,,4.1pp,{5}{U},6,Artifact Creature — Turtle Warrior,"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Ward {4}
Whenever Kappa Cannoneer or another artifact enters the battlefield under your control, put a +1/+1 counter on Kappa Cannoneer and it can't be blocked this turn.",4,4,['U'],['U'],"['Improvise', 'Ward']",mh3,rare
Reef Worm,U,U,101016,5.57,12086,8.1,35656,,,6038,,10125,,16163,,19456,,3.6pp,{3}{U},4,Creature — Worm,"When Reef Worm dies, create a 3/3 blue Fish creature token with ""When this creature dies, create a 6/6 blue Whale creature token with 'When this creature dies, create a 9/9 blue Kraken creature token.'""",0,1,['U'],['U'],[],mh3,uncommon
Shrieking Drake,U,U,126868,7.79,15013,11.26,11813,,,1934,,2985,,4919,,6886,,-2.1pp,{U},1,Creature — Drake,"Flying
When Shrieking Drake enters the battlefield, return a creature you control to its owner's hand.",1,1,['U'],['U'],['Flying'],mh3,uncommon
Buried Alive,B,U,129108,8.33,14703,11.99,3433,,,557,,894,,1451,,1981,,1.6pp,{2}{B},3,Sorcery,"Search your library for up to three creature cards, put them into your graveyard, then shuffle.",,,['B'],['B'],[],mh3,uncommon
"K'rrik, Son of Yawgmoth",B,R,30286,5.15,3161,8.11,4048,,,688,,956,,1644,,2401,,-6.1pp,{4}{B/P}{B/P}{B/P},7,Legendary Creature — Phyrexian Horror Minion,"({B/P} can be paid with either {B} or 2 life.)
Lifelink
For each {B} in a cost, you may pay 2 life rather than pay that mana.
Whenever you cast a black spell, put a +1/+1 counter on K'rrik, Son of Yawgmoth.",2,2,['B'],['B'],['Lifelink'],mh3,rare
Nadier's Nightblade,B,U,119739,7.17,13653,10.47,18216,,,2986,,4197,,7183,,10948,,-3.7pp,{2}{B},3,Creature — Elf Warrior,"Whenever a token you control leaves the battlefield, each opponent loses 1 life and you gain 1 life.",1,3,['B'],['B'],[],mh3,uncommon
Ophiomancer,B,R,12188,2.11,5898,2.21,32217,,,5736,,7974,,13710,,18337,,7.9pp,{2}{B},3,Creature — Human Shaman,"At the beginning of each upkeep, if you control no Snakes, create a 1/1 black Snake creature token with deathtouch.",2,2,['B'],['B'],[],mh3,rare
Toxic Deluge,B,R,13091,2.27,5856,2.31,31424,,,5486,,7989,,13475,,17933,,6.2pp,{2}{B},3,Sorcery,"As an additional cost to cast this spell, pay X life.
All creatures get -X/-X until end of turn.",,,['B'],['B'],[],mh3,rare
Victimize,B,U,99365,5.49,13555,7.67,45079,,,6995,,11474,,18469,,26580,,-0.1pp,{2}{B},3,Sorcery,"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.",,,['B'],['B'],[],mh3,uncommon
Cursed Mirror,R,R,31394,5.19,3516,7.96,6956,,,1214,,1438,,2652,,4276,,-2.5pp,{2}{R},3,Artifact,"{T}: Add {R}.
As Cursed Mirror enters the battlefield, you may have it become a copy of any creature on the battlefield until end of turn, except it has haste.",,,['R'],['R'],[],mh3,rare
Fledgling Dragon,R,U,122130,7.31,12772,10.98,13959,,,2205,,2978,,5183,,8713,,-5.6pp,{2}{R}{R},4,Creature — Dragon,"Flying
Threshold — As long as seven or more cards are in your graveyard, Fledgling Dragon gets +3/+3 and has ""{R}: Fledgling Dragon gets +1/+0 until end of turn.""",2,2,['R'],['R'],"['Flying', 'Threshold']",mh3,uncommon
"Laelia, the Blade Reforged",R,R,9954,1.78,6557,1.78,38974,,,7000,,8360,,15360,,23499,,4.8pp,{2}{R},3,Legendary Creature — Spirit Warrior,"Haste
Whenever Laelia, the Blade Reforged attacks, exile the top card of your library. You may play that card this turn.
Whenever one or more cards are put into exile from your library and/or your graveyard, put a +1/+1 counter on Laelia.",2,2,['R'],['R'],['Haste'],mh3,rare
Meltdown,R,U,131880,8.69,14707,12.44,431,,,54,,83,,137,,294,,,{X}{R},1,Sorcery,Destroy each artifact with mana value X or less.,,,['R'],['R'],[],mh3,uncommon
Meteoric Mace,R,U,126234,7.68,13873,11.34,10804,,,1628,,2209,,3837,,6917,,-4.4pp,{4}{R}{R},6,Artifact — Equipment,"Equipped creature gets +4/+0 and has trample.
Equip {4}
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)",,,['R'],['R'],"['Equip', 'Cascade']",mh3,uncommon
Annoyed Altisaur,G,U,72775,3.75,17554,4.62,91917,,,14206,,21278,,35484,,54725,,2.1pp,{5}{G}{G},7,Creature — Dinosaur,"Reach, trample
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)",6,5,['G'],['G'],"['Reach', 'Trample', 'Cascade']",mh3,uncommon
Branching Evolution,G,R,26546,4.59,3136,6.55,8434,,,1451,,1741,,3192,,5183,,-7.3pp,{2}{G},3,Enchantment,"If one or more +1/+1 counters would be put on a creature you control, twice that many +1/+1 counters are put on that creature instead.",,,['G'],['G'],[],mh3,rare
Priest of Titania,G,U,109307,5.9,14846,8.41,55694,,,9884,,12266,,22150,,33157,,-0.5pp,{1}{G},2,Creature — Elf Druid,{T}: Add {G} for each Elf on the battlefield.,1,1,['G'],['G'],[],mh3,uncommon
Sylvan Safekeeper,G,R,30268,4.81,4368,6.75,15627,,,2634,,3327,,5961,,9508,,1.3pp,{G},1,Creature — Human Wizard,Sacrifice a land: Target creature you control gains shroud until end of turn. (It can't be the target of spells or abilities.),1,1,['G'],['G'],[],mh3,rare
Wirewood Symbiote,G,U,131437,8.62,14926,12.36,1331,,,235,,283,,518,,809,,1.5pp,{G},1,Creature — Insect,Return an Elf you control to its owner's hand: Untap target creature. Activate only once each turn.,1,1,['G'],['G'],[],mh3,uncommon
"Breya, Etherium Shaper",WUBR,M,14090,4.64,2141,6.33,3703,,,642,,910,,1552,,2141,,8.8pp,{W}{U}{B}{R},4,Legendary Artifact Creature — Human,"When Breya, Etherium Shaper enters the battlefield, create two 1/1 blue Thopter artifact creature tokens with flying.
{2}, Sacrifice two artifacts: Choose one —
• Breya deals 3 damage to target player or planeswalker.
• Target creature gets -4/-4 until end of turn.
• You gain 5 life.",4,4,"['B', 'R', 'U', 'W']","['B', 'R', 'U', 'W']",[],mh3,mythic
Kaalia of the Vast,WBR,M,16475,5.6,1865,8.73,410,,,72,,76,,148,,262,,,{1}{R}{W}{B},4,Legendary Creature — Human Cleric,"Flying
Whenever Kaalia of the Vast attacks an opponent, you may put an Angel, Demon, or Dragon creature card from your hand onto the battlefield tapped and attacking that opponent.",2,2,"['B', 'R', 'W']","['B', 'R', 'W']",['Flying'],mh3,mythic
Emerald Medallion,,R,37780,6.36,3794,10.15,727,,,132,,145,,277,,447,,,{2},2,Artifact,Green spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Jet Medallion,,R,36815,6.24,3719,9.94,1296,,,224,,286,,510,,784,,-0.7pp,{2},2,Artifact,Black spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Junk Diver,,U,126573,7.58,13060,11.22,14172,,,2335,,2941,,5276,,8885,,-3.5pp,{3},3,Artifact Creature — Bird,"Flying
When Junk Diver dies, return another target artifact card from your graveyard to your hand.",1,1,[],[],['Flying'],mh3,uncommon
Pearl Medallion,,R,38502,6.57,4030,10.35,614,,,109,,127,,236,,369,,,{2},2,Artifact,White spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Ruby Medallion,,R,37443,6.32,3875,10.02,1009,,,146,,220,,366,,641,,,{2},2,Artifact,Red spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Sapphire Medallion,,R,37781,6.45,3845,10.2,537,,,100,,117,,217,,321,,,{2},2,Artifact,Blue spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Urza's Incubator,,R,32834,5.55,3046,8.89,2883,,,464,,679,,1143,,1724,,-5.7pp,{3},3,Artifact,"As Urza's Incubator enters the battlefield, choose a creature type.
Creature spells of the chosen type cost {2} less to cast.",,,[],[],[],mh3,rare
Worn Powerstone,,U,97482,5.08,11968,7.3,44193,,,7907,,10376,,18283,,25624,,0.4pp,{3},3,Artifact,"Worn Powerstone enters the battlefield tapped.
{T}: Add {C}{C}.",,,[],[],[],mh3,uncommon
Barbarian Ring,R,U,130126,8.07,15544,11.58,21590,,,3586,,4362,,7948,,13614,,-2.8pp,,0,Land,"{T}: Add {R}. Barbarian Ring deals 1 damage to you.
Threshold — {R}, {T}, Sacrifice Barbarian Ring: It deals 2 damage to any target. Activate only if seven or more cards are in your graveyard.",,,[],['R'],['Threshold'],mh3,uncommon
Cephalid Coliseum,U,U,129993,8.17,15039,11.79,14587,,,2401,,4083,,6484,,8152,,0.9pp,,0,Land,"{T}: Add {U}. Cephalid Coliseum deals 1 damage to you.
Threshold — {U}, {T}, Sacrifice Cephalid Coliseum: Target player draws three cards, then discards three cards. Activate only if seven or more cards are in your graveyard.",,,[],['U'],['Threshold'],mh3,uncommon
Deserted Temple,,R,39726,6.48,4034,10.14,3071,,,513,,703,,1216,,1855,,-1.6pp,,0,Land,"{T}: Add {C}.
{1}, {T}: Untap target land.",,,[],[],[],mh3,rare
Nesting Grounds,,U,122570,6.76,15234,9.88,42366,,,6796,,9329,,16125,,26018,,-1.2pp,,0,Land,"{T}: Add {C}.
{1}, {T}: Move a counter from target permanent you control onto another target permanent. Activate only as a sorcery.",,,[],[],[],mh3,uncommon
Phyrexian Tower,B,M,13393,4.29,1648,6.12,4405,,,741,,1017,,1758,,2633,,2.8pp,,0,Legendary Land,"{T}: Add {C}.
{T}, Sacrifice a creature: Add {B}{B}.",,,[],['B'],[],mh3,mythic
